NODE	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
N17	6.21347e-18	2.96077e-13	3.62175e-11	4.33693e-07	0.00407014	2.99914e-07	2.03087e-11	4.9125e-08	0.000635606	0.994201	0.00109248	1.89932e-07	9.0953e-12	1.96359e-15	9.54101e-19	1.47558e-20	1.25933e-23	9.65967e-26	3.84243e-29	1.6368e-31	1.2443e-36	9.40623e-40	4.18012e-45	1.98399e-48	5.1399e-54	6.80374e-51	3.50203e-52	1.94454e-52	1.13938e-53	1.35326e-51	6.18591e-53	2.40793e-53	6.42828e-56	2.82197e-56	1.75558e-56	4.95226e-57	8.72241e-60	2.61182e-60	1.10059e-61	2.39151e-62	
N18	4.91106e-19	3.39026e-14	9.63038e-12	1.42328e-07	0.00177774	1.05384e-07	8.28665e-12	3.72681e-08	0.000559839	0.99676	0.000902335	1.2053e-07	5.01852e-12	8.17857e-16	8.75123e-19	4.81506e-20	8.60647e-23	2.35185e-24	2.06189e-27	3.19571e-29	2.36451e-34	3.68922e-37	1.69741e-42	1.57689e-45	4.49986e-51	3.41557e-54	8.38866e-60	3.86876e-62	3.15664e-67	4.01585e-69	2.81425e-72	2.94821e-74	6.47815e-79	6.22385e-81	3.78786e-84	2.60239e-86	3.60113e-91	2.54701e-93	1.42807e-96	7.13051e-99	
CENT14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CENT34	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CENT33	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N19	2.56211e-15	2.70438e-11	6.49539e-10	4.55567e-06	0.0106271	1.30928e-06	6.52615e-10	9.49171e-07	0.00300635	0.985201	0.00115886	3.24651e-07	2.15376e-11	1.2451e-14	5.42138e-18	7.59576e-20	9.57983e-23	7.15398e-25	2.32371e-27	1.53365e-27	3.62182e-31	1.69599e-33	8.9842e-38	2.30887e-40	4.437e-45	5.52358e-48	1.69445e-52	8.69664e-55	1.87575e-59	8.54002e-62	5.84228e-65	2.15246e-67	1.42176e-71	4.3093e-74	2.08411e-77	4.2129e-80	2.359e-84	4.35788e-87	1.70576e-90	2.06922e-93	
N20	2.18788e-16	1.37431e-11	1.29468e-09	2.49669e-05	0.00406636	2.29598e-06	1.15522e-08	3.12224e-05	0.0168989	0.978465	0.000510634	3.75237e-07	5.27422e-10	3.28152e-12	4.15045e-14	2.89389e-15	6.62982e-18	1.0541e-19	9.09128e-23	5.58184e-25	4.70366e-30	3.05825e-33	1.30519e-38	5.88853e-42	1.36811e-47	4.78556e-51	1.17642e-56	2.39988e-59	1.31323e-64	4.89e-67	3.68193e-70	5.65782e-72	5.18067e-76	5.52607e-78	4.9318e-81	2.75039e-83	1.10641e-87	4.8264e-90	2.48408e-93	6.37459e-96	
N21	6.38876e-17	2.17668e-12	3.75518e-10	1.79805e-06	0.00189289	2.96413e-07	7.34218e-10	1.94115e-06	0.00500275	0.991851	0.00124926	2.73776e-07	2.49114e-11	1.74358e-13	5.89555e-16	2.44723e-17	2.05282e-20	4.95128e-22	9.90516e-26	1.56502e-27	2.11526e-32	3.06413e-35	2.3989e-40	3.38841e-43	1.89129e-48	3.11463e-51	1.84364e-55	2.3309e-57	9.20256e-62	1.13148e-63	1.08596e-66	9.63972e-69	1.2672e-73	1.10456e-75	9.18328e-79	6.15895e-81	2.63222e-86	1.66694e-88	1.23132e-91	6.84634e-94	
CENT16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CENT6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N22	1.48372e-15	1.14351e-10	1.32114e-08	0.000329595	0.00226717	7.1678e-05	1.57827e-05	0.0170096	0.253819	0.725761	0.000655248	6.71759e-05	3.3542e-06	5.20764e-07	5.71111e-07	7.40607e-08	3.36167e-10	1.06084e-11	2.31043e-14	3.01666e-16	6.58213e-21	8.94615e-24	1.2294e-28	3.93989e-30	7.17769e-32	2.43724e-31	4.30237e-33	5.08077e-32	2.98743e-33	3.34764e-32	4.75526e-34	3.34513e-35	1.20411e-38	4.09617e-40	1.20599e-42	2.16686e-44	3.92232e-48	5.38236e-50	9.45683e-53	7.93498e-55	
CENT28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
CENT36	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N23	3.23042e-19	2.50785e-14	3.22922e-12	5.94681e-08	0.000972458	3.86464e-08	2.48079e-12	1.44226e-08	0.000308171	0.99827	0.000449212	3.59928e-08	9.4376e-13	2.09513e-16	1.60007e-19	8.43447e-19	1.21361e-18	1.23365e-16	2.59867e-15	1.71202e-13	1.26693e-16	1.83084e-18	1.32863e-22	5.78685e-25	1.20897e-29	2.62536e-32	6.28866e-37	6.73949e-39	3.30712e-43	3.49334e-45	3.54818e-48	2.452e-50	1.55661e-54	8.68008e-57	5.68741e-60	2.01794e-62	5.97635e-67	2.03028e-69	1.02664e-72	2.29274e-75	
N24	6.44162e-20	4.80756e-15	1.41008e-12	2.09945e-08	0.000295374	1.61679e-08	2.51623e-12	1.9365e-08	0.000353298	0.998735	0.000616257	6.07213e-08	2.21727e-12	2.86281e-16	7.65376e-19	2.09244e-17	1.36741e-16	4.7843e-15	3.98191e-14	1.54e-13	3.87044e-17	2.95655e-20	1.16662e-24	1.66476e-27	1.82578e-32	4.3841e-35	3.15751e-40	3.65045e-42	1.43076e-46	4.68721e-48	8.06033e-51	1.90783e-52	2.59752e-56	4.96724e-58	6.6599e-61	8.83643e-63	5.76848e-66	5.43299e-68	5.23397e-71	3.11003e-73	
CENT9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CENT46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N25	7.00283e-23	1.29912e-17	1.65349e-15	6.28638e-11	2.55244e-06	4.65498e-11	5.60797e-15	1.35279e-10	6.97259e-06	0.0743241	1.2001e-05	4.08566e-10	5.90446e-15	3.08482e-19	4.64052e-22	2.66145e-17	4.88708e-13	3.59106e-08	0.000157311	0.924784	0.000706584	6.11689e-06	3.86974e-10	1.00791e-12	1.81807e-17	2.64175e-20	3.2282e-25	1.39475e-27	7.58003e-32	4.90289e-34	3.33036e-37	1.38485e-39	8.67166e-44	2.74085e-46	1.16003e-49	2.34544e-52	1.13933e-56	1.91304e-59	5.86505e-63	6.17272e-66	
CENT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CENT23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
