Iteration	Posterior	Likelihood	Prior	clado_fission_pr	clado_fusion_pr	clado_no_change_pr	clado_polyploid_pr	clado_type[1]	clado_type[2]	clado_type[3]	clado_type[4]	clado_type[5]	delta	gamma	rho
4810	-59.63417	-68.16571	8.531534	0.0112864	0.005866146	0.126877	0.1561191	0.422714	0.0376027	0.0195441	0.520139	0	0.09118922	0.1520015	0.2153167
4820	-58.9733	-70.20008	11.22679	0.03247204	0.009361098	0.1232468	0.07345751	0.516677	0.13613	0.0392437	0.30795	0	0.01704391	0.1148595	0.1186901
4830	-58.65919	-69.33136	10.67216	0.02090766	0.006931786	0.1663677	0.09450699	0.576237	0.0724165	0.0240092	0.327338	0	0.03494305	0.09287484	0.128061
4840	-58.59088	-68.66816	10.07728	0.01354813	0.01321717	0.1147783	0.07069185	0.540806	0.0638354	0.062276	0.333082	0	0.04227883	0.1161785	0.2333889
4850	-58.47673	-66.15147	7.674738	0.007709463	0.006552693	0.1690435	0.1865971	0.456995	0.0208419	0.0177146	0.504449	0	0.07249505	0.3649591	0.03697892
4860	-61.56206	-67.36575	5.8037	0.004616518	0.01604911	0.1946524	0.2792676	0.393567	0.00933411	0.0324496	0.56465	0	0.1445311	0.2918935	0.1004293
4870	-60.5508	-70.00707	9.456274	0.006021404	0.01903292	0.08900359	0.05760266	0.518486	0.0350774	0.110875	0.335561	0	0.178715	0.2785898	0.03721674
4880	-64.11433	-69.59443	5.4801	0.02340435	0.03168873	0.08323562	0.2988341	0.1904	0.0535369	0.0724873	0.683576	0	0.04337346	0.4420308	0.1412325
4890	-63.83684	-69.69069	5.853847	0.03148402	0.03818455	0.129975	0.1900432	0.333537	0.0807932	0.0979878	0.487682	0	0.1735334	0.4022438	0.06096089
4900	-63.89506	-72.07874	8.183679	0.02582557	0.06010499	0.09444066	0.08758931	0.352442	0.0963782	0.224305	0.326874	0	0.1597247	0.2484535	0.1173029
4910	-68.20659	-70.71378	2.507194	0.06826036	0.006927943	0.2594832	0.3235765	0.394203	0.1037	0.0105248	0.491572	0	0.3104586	0.3099954	0.08238814
4920	-62.55121	-67.47726	4.926054	0.01653934	0.03003124	0.3303222	0.1829615	0.590015	0.0295422	0.0536412	0.326802	0	0.0950293	0.3763683	0.08795225
4930	-61.48329	-68.62375	7.140455	0.0619191	0.01887049	0.1985979	0.2526651	0.373268	0.116378	0.0354673	0.474887	0	0.08723192	0.2098381	0.06864141
4940	-68.01063	-71.26141	3.250783	0.1905709	0.03905299	0.3650233	0.2617501	0.426231	0.222526	0.0456015	0.305641	0	0.1460364	0.1284986	0.1557989
4950	-62.39553	-70.05027	7.654745	0.09234553	0.03618161	0.2066415	0.2170005	0.374236	0.167241	0.0655263	0.392996	0	0.05026579	0.1948739	0.04902625
4960	-62.3129	-70.17176	7.858865	0.01576627	0.01489594	0.05903924	0.3567439	0.132243	0.0353151	0.0333657	0.799076	0	0.1403333	0.1723864	0.06675796
4970	-61.2557	-67.56191	6.306207	0.01032512	0.05233313	0.1872641	0.2966342	0.342625	0.0188912	0.0957506	0.542733	0	0.05920356	0.334511	0.04091784
4980	-64.22489	-74.02722	9.802326	0.1028522	0.01577637	0.0574305	0.1757761	0.163231	0.292331	0.0448402	0.499598	0	0.04317363	0.2205969	0.01597136
4990	-62.25321	-69.17472	6.921514	0.03808899	0.011994	0.1390443	0.3444737	0.260577	0.071381	0.0224775	0.645564	0	0.06462149	0.309632	0.0118037
5000	-60.44633	-68.62032	8.173986	0.04308112	0.005856623	0.1648541	0.2641615	0.344917	0.0901367	0.0122535	0.552693	0	0.03515538	0.2739217	0.007380588
5010	-58.61699	-70.11744	11.50045	0.002545965	0.004387914	0.06805535	0.1697701	0.27805	0.0104019	0.0179275	0.693621	0	0.01659689	0.1959385	0.004470023
5020	-59.10917	-67.75203	8.642868	0.008276804	0.002091427	0.2002058	0.1825737	0.509238	0.0210527	0.0053197	0.46439	0	0.008664823	0.3388061	0.006904065
5030	-59.37128	-67.75316	8.381878	0.001276399	0.00252835	0.1903772	0.2125813	0.468029	0.00313794	0.00621578	0.522617	0	0.006703542	0.3541093	0.006045718
5040	-56.93505	-67.22712	10.29207	0.002461348	0.008299635	0.0968335	0.0755222	0.528808	0.0134414	0.0453243	0.412427	0	0.03080188	0.3552607	0.01342305
5050	-61.30894	-70.6508	9.341855	0.02152207	0.00160984	0.06161127	0.0442954	0.477464	0.166788	0.0124756	0.343273	0	0.02969771	0.5066047	0.01228311
5060	-60.32409	-70.52663	10.20254	0.03268188	0.001140234	0.06581401	0.1389857	0.275809	0.136961	0.00477842	0.582452	0	0.0653575	0.2834125	0.004163404
5070	-59.34209	-70.51591	11.17382	0.009570256	0.006453061	0.0614327	0.06523798	0.430521	0.0670684	0.0452231	0.457188	0	0.1616558	0.1744817	0.01559571
5080	-69.56841	-82.55204	12.98363	0.02861815	0.002730525	0.1183861	0.018905	0.702006	0.1697	0.0161915	0.112103	0	0.06127621	0.0687663	0.01476431
5090	-60.6266	-67.18167	6.55507	0.02645273	0.01433192	0.2508648	0.2953825	0.427344	0.0450618	0.0244142	0.50318	0	0.08950233	0.2163114	0.0634568
5100	-62.91044	-69.81947	6.909029	0.02448701	0.0141592	0.1692054	0.3615016	0.297189	0.0430085	0.0248689	0.634934	0	0.06679731	0.100151	0.1846052
5110	-62.88555	-71.89775	9.012198	0.02325204	0.00362603	0.04229445	0.1368481	0.205292	0.112863	0.0176003	0.664245	0	0.1358939	0.06423198	0.3044433
5120	-57.88072	-67.20796	9.327237	0.004265037	0.01826099	0.09168279	0.1479092	0.349777	0.0162714	0.0696671	0.564285	0	0.03716578	0.2825034	0.09729873
5130	-57.80636	-68.79072	10.98437	0.01373786	0.001650576	0.05042072	0.1333398	0.253181	0.0689829	0.00828815	0.669548	0	0.05062799	0.1611572	0.1024388
5140	-56.73595	-66.44731	9.711359	0.001952585	0.001500921	0.146677	0.1396604	0.506148	0.00673791	0.00517932	0.481935	0	0.04034123	0.182408	0.1281334
5150	-58.106	-67.81983	9.71383	0.005732838	0.0003468842	0.07121166	0.05451295	0.540283	0.0434951	0.00263181	0.41359	0	0.1269096	0.1519472	0.2297655
5160	-56.62426	-67.85804	11.23378	0.007912027	0.0003116623	0.06444182	0.09450825	0.385478	0.0473282	0.0018643	0.565329	0	0.04483926	0.1510911	0.1253276
5170	-58.17997	-66.66618	8.486218	0.004303543	0.001710238	0.1366591	0.08725474	0.594357	0.0187169	0.00743816	0.379488	0	0.02611332	0.4425746	0.06457222
5180	-60.79141	-68.81302	8.021614	0.0230258	0.0006097368	0.236977	0.07862886	0.69855	0.0678744	0.00179735	0.231778	0	0.01385564	0.3741524	0.08239872
5190	-58.04303	-66.70998	8.666942	0.008702842	0.0007851484	0.142829	0.09776048	0.571139	0.0348006	0.00313962	0.390921	0	0.02125709	0.4150051	0.05877573
5200	-58.27228	-66.9899	8.717616	0.006504447	0.00249424	0.09195223	0.1838853	0.322825	0.0228357	0.00875675	0.645583	0	0.02431606	0.3061256	0.12477
5210	-58.71272	-66.87822	8.165507	0.01195785	0.002640065	0.2392959	0.2808525	0.447494	0.0223617	0.00493704	0.525207	0	0.01398699	0.1906547	0.05587087
5220	-57.73163	-67.96019	10.22856	0.02021919	0.0005291671	0.05786191	0.07671803	0.372514	0.130171	0.00340677	0.493909	0	0.08292077	0.3132437	0.03746066
5230	-62.03562	-66.37679	4.341168	0.0184927	0.0005147937	0.3058607	0.287484	0.499485	0.0301994	0.000840682	0.469475	0	0.05430952	0.3626499	0.1483811
5240	-59.54044	-68.78977	9.249326	0.05670533	0.003480603	0.1528265	0.1963693	0.373311	0.138515	0.0085021	0.479673	0	0.01521381	0.1983446	0.06393687
5250	-61.55677	-69.66075	8.103977	0.06150959	0.008978452	0.1152629	0.334226	0.221669	0.118293	0.017267	0.642771	0	0.02949066	0.1903103	0.06163405
5260	-58.16874	-69.18678	11.01804	0.009407743	0.02302896	0.07820789	0.1131051	0.349533	0.0420458	0.102923	0.505498	0	0.02253296	0.1670989	0.09662404
5270	-59.68372	-69.79922	10.1155	0.0125447	0.01973856	0.06951689	0.1026969	0.339941	0.0613442	0.0965225	0.502192	0	0.02252433	0.1613738	0.2118642
5280	-59.38288	-69.88715	10.50427	0.01242526	0.01103151	0.07458114	0.02956775	0.584466	0.0973723	0.08645	0.231712	0	0.04607762	0.3263046	0.06139418
5290	-56.91705	-67.88898	10.97193	0.01349969	0.004555593	0.09094924	0.07799111	0.486371	0.0721925	0.024362	0.417075	0	0.08507726	0.1979792	0.04456454
5300	-55.75795	-66.27501	10.51706	0.002090824	0.00167539	0.06627413	0.07623866	0.453067	0.0142934	0.0114534	0.521187	0	0.06303778	0.2314715	0.1193155
5310	-55.9564	-67.90109	11.94469	0.00135978	0.002765041	0.08217623	0.07410361	0.512306	0.00847719	0.0172379	0.461979	0	0.06648603	0.1320332	0.05841685
5320	-57.50084	-67.32452	9.823671	0.0007846772	0.006519174	0.2270099	0.1195195	0.641573	0.00221765	0.0184244	0.337785	0	0.02795237	0.2211584	0.02649847
5330	-61.51158	-68.09661	6.58503	0.0003800384	0.01750838	0.1444253	0.501577	0.217544	0.000572441	0.0263724	0.755511	0	0.02445746	0.2357271	0.02923135
5340	-59.37246	-68.58206	9.209605	0.002136457	0.04210211	0.1005634	0.0906416	0.427123	0.00907418	0.17882	0.384982	0	0.07635381	0.2972985	0.08175325
5350	-58.56333	-67.09199	8.528668	0.008965042	0.01686789	0.1661048	0.1156236	0.54007	0.0291488	0.054844	0.375937	0	0.07169135	0.2358268	0.1438633
5360	-61.8618	-68.05991	6.198109	0.03008166	0.01164719	0.3269209	0.1282243	0.657955	0.0605418	0.0234409	0.258062	0	0.05723214	0.1277342	0.3101584
5370	-60.95248	-69.88448	8.932002	0.0210403	0.01277491	0.2974597	0.1126951	0.67	0.0473913	0.0287743	0.253835	0	0.06070031	0.06715382	0.1467852
5380	-57.72254	-67.86212	10.13958	0.01647057	0.008540164	0.1023683	0.1081456	0.43464	0.0699314	0.0362602	0.459169	0	0.03922588	0.1796053	0.1434954
5390	-58.18233	-69.38914	11.20681	0.01545111	0.01547	0.05177744	0.06931873	0.340602	0.10164	0.101765	0.455992	0	0.06182547	0.2433773	0.03390862
5400	-60.52858	-68.65046	8.121885	0.02924078	0.0240368	0.1471079	0.1571555	0.411444	0.081783	0.0672281	0.439545	0	0.1133074	0.3028423	0.02593048
5410	-64.8905	-68.15956	3.269061	0.07589456	0.03804735	0.3252581	0.4235671	0.376994	0.0879664	0.0440992	0.49094	0	0.04701243	0.3588111	0.01631283
5420	-63.6375	-67.44795	3.81045	0.00832826	0.02689916	0.4158873	0.2829813	0.56653	0.0113449	0.0366426	0.385483	0	0.03929623	0.4401599	0.01721238
5430	-61.35824	-67.70192	6.343679	0.0134004	0.01864392	0.1948186	0.1554038	0.50964	0.0350551	0.048772	0.406532	0	0.01959527	0.452737	0.1228427
5440	-64.8518	-67.46915	2.61735	0.1143579	0.004493719	0.3811981	0.478804	0.389433	0.116828	0.0045908	0.489148	0	0.03500577	0.2804138	0.05580129
5450	-59.33716	-70.17653	10.83938	0.01540952	0.02423344	0.1057002	0.06857121	0.494124	0.072036	0.113286	0.320555	0	0.08381986	0.1899403	0.04019747
5460	-59.62631	-66.91124	7.284924	0.001863407	0.003531196	0.1405722	0.3458609	0.285816	0.00378874	0.00717974	0.703216	0	0.07875744	0.2630879	0.04964414
5470	-58.95038	-66.73981	7.789437	0.0004487123	0.00570819	0.1459923	0.3368028	0.298582	0.000917702	0.0116743	0.688826	0	0.04898144	0.2348514	0.06008102
5480	-57.2503	-65.77786	8.527559	0.0007126088	0.0007387576	0.1283886	0.1100766	0.535139	0.00297024	0.00307923	0.458812	0	0.06190846	0.4153626	0.04186607
5490	-57.73736	-67.42589	9.688531	0.001017965	0.001992299	0.03953213	0.1477835	0.207708	0.00534854	0.0104678	0.776476	0	0.02752454	0.3791832	0.04592285
5500	-59.1165	-67.62015	8.503643	0.001665095	0.004638311	0.06097462	0.2885263	0.171371	0.00467981	0.0130361	0.810913	0	0.02626181	0.2392212	0.1401579
5510	-56.03039	-68.17461	12.14422	0.004914634	0.005226416	0.03118797	0.0588706	0.311258	0.0490484	0.05216	0.587533	0	0.03088956	0.2090277	0.05727123
5520	-56.32636	-67.67504	11.34868	0.006164476	0.01204787	0.07191664	0.07731318	0.429501	0.0368156	0.0719524	0.461731	0	0.04638147	0.1983897	0.06472821
5530	-62.37776	-69.41055	7.032783	0.01653451	0.05376189	0.2158897	0.0660891	0.612844	0.0469364	0.152613	0.187606	0	0.05233195	0.1788144	0.3251097
5540	-62.86524	-68.98268	6.11744	0.02900056	0.0126808	0.2327422	0.05525284	0.705972	0.0879667	0.0384644	0.167597	0	0.05025897	0.3777837	0.2423465
5550	-64.0613	-69.13787	5.076574	0.1079397	0.00663942	0.3776419	0.106985	0.630237	0.180138	0.0110804	0.178545	0	0.04031184	0.2232294	0.241405
5560	-65.04567	-68.94944	3.903764	0.04386693	0.068614	0.3358438	0.2779868	0.462396	0.0603969	0.0944691	0.382738	0	0.09135601	0.1635044	0.2402612
5570	-60.96364	-69.09934	8.135699	0.0147915	0.03929739	0.07213158	0.2748741	0.179837	0.0368778	0.0979754	0.68531	0	0.04865301	0.2464881	0.102004
5580	-65.70873	-71.37361	5.664877	0.09042286	0.08332451	0.1666613	0.3291204	0.248923	0.135054	0.124452	0.49157	0	0.02460747	0.1873666	0.1638187
5590	-60.53336	-68.48708	7.953719	0.003097252	0.04535745	0.1262949	0.1033221	0.454181	0.0111383	0.163114	0.371566	0	0.0935001	0.3460196	0.09884626
5600	-60.53567	-68.63094	8.095261	0.01130903	0.0261319	0.1127203	0.1192452	0.418403	0.0419776	0.096998	0.442622	0	0.1530876	0.3240432	0.05574623
5610	-58.28305	-68.75261	10.46955	0.02262325	0.02001417	0.1335076	0.09784618	0.48727	0.0825693	0.0730468	0.357114	0	0.04327172	0.1873805	0.06021079
5620	-57.55553	-67.44319	9.887659	0.01043457	0.00349826	0.0678305	0.1213676	0.333925	0.0513687	0.0172217	0.597485	0	0.03469665	0.2511094	0.1341067
5630	-63.73513	-68.62606	4.890931	0.05486215	0.01478107	0.4202685	0.07820237	0.739761	0.0965689	0.0260178	0.137653	0	0.1021694	0.1206312	0.3318019
5640	-63.80946	-68.62022	4.810757	0.03379988	0.03671594	0.3227849	0.195309	0.548385	0.0574232	0.0623774	0.331814	0	0.1450982	0.1969765	0.2000494
5650	-64.6217	-70.41628	5.794578	0.008636645	0.08813975	0.08530287	0.3985396	0.146917	0.0148749	0.151803	0.686405	0	0.1094259	0.2806251	0.06168186
5660	-60.4834	-70.76169	10.27829	0.0009114685	0.02794195	0.05695402	0.04169932	0.446675	0.00714839	0.219141	0.327036	0	0.1444926	0.2112611	0.1007206
5670	-60.4732	-69.26639	8.793181	0.01199596	0.03966138	0.154775	0.09814763	0.508159	0.0393853	0.130217	0.322239	0	0.06597208	0.1193281	0.2426114
5680	-62.16416	-68.68843	6.524267	0.02076139	0.03856347	0.3293105	0.1474127	0.61433	0.0387305	0.0719403	0.274999	0	0.1070488	0.1323198	0.1839662
5690	-63.61857	-68.95135	5.332782	0.04602739	0.06303728	0.3537153	0.131797	0.594902	0.077412	0.10602	0.221665	0	0.07030289	0.1880555	0.2255961
5700	-61.55438	-69.61922	8.064835	0.04701962	0.008567503	0.158093	0.1042463	0.497263	0.147895	0.0269481	0.327894	0	0.01437769	0.2007227	0.2722993
5710	-62.20162	-70.19521	7.993595	0.009334934	0.0355432	0.1669875	0.07816964	0.575749	0.0321855	0.122548	0.269518	0	0.02960209	0.09873344	0.3940792
5720	-58.91903	-69.75189	10.83286	0.003683148	0.01877875	0.100429	0.06665287	0.529846	0.0194317	0.0990734	0.351649	0	0.01814781	0.09245128	0.2283805
5730	-62.22323	-68.77891	6.555679	0.007990944	0.0146	0.2856885	0.03436551	0.833774	0.0233213	0.0426097	0.100295	0	0.01626878	0.2677723	0.3295556
5740	-60.16965	-70.72078	10.55114	0.02399628	0.01178738	0.116221	0.03117482	0.634465	0.130999	0.0643488	0.170187	0	0.006199964	0.1447587	0.2225576
5750	-58.65299	-68.36785	9.714855	0.009692978	0.01715888	0.1541681	0.06667749	0.622405	0.0391323	0.0692735	0.269189	0	0.01065934	0.215886	0.1660812
5760	-64.29614	-68.94748	4.651342	0.05723549	0.02982502	0.5288027	0.1854014	0.65996	0.0714314	0.0372224	0.231386	0	0.02255662	0.1122361	0.210618
5770	-60.16697	-68.59766	8.430684	0.03464716	0.03529874	0.1733709	0.2431346	0.356399	0.0712243	0.0725638	0.499813	0	0.02330239	0.2039006	0.05508675
5780	-59.59251	-67.91566	8.323148	0.015172	0.01090921	0.07838554	0.1590669	0.29744	0.0575714	0.0413959	0.603592	0	0.0672565	0.3389462	0.1097584
5790	-58.17947	-67.1093	8.92983	0.008713162	0.01704066	0.1229363	0.1495838	0.412159	0.029212	0.0571309	0.501498	0	0.01595491	0.3412885	0.06330925
5800	-58.33359	-67.58958	9.255991	0.00146376	0.02955822	0.1685637	0.1587767	0.470372	0.00408458	0.0824814	0.443062	0	0.01388443	0.2084101	0.1055535
5810	-61.1322	-70.84405	9.711849	0.0006419284	0.007827893	0.07555019	0.1976525	0.26822	0.00227899	0.0277908	0.70171	0	0.05516325	0.07249947	0.2312894
5820	-59.77099	-71.53422	11.76323	0.001080386	0.00699654	0.04937092	0.05389645	0.443408	0.00970311	0.062837	0.484052	0	0.1201494	0.0354875	0.1685055
5830	-60.09669	-71.31862	11.22193	0.0005993121	0.006874342	0.1544198	0.06565499	0.678624	0.00263378	0.0302105	0.288532	0	0.07866282	0.03409596	0.1493095
5840	-60.75044	-71.65045	10.90001	0.003627982	0.003340719	0.1301336	0.1308037	0.485743	0.013542	0.0124697	0.488245	0	0.01935722	0.04965462	0.1848906
5850	-61.45514	-67.4445	5.989359	0.01229594	0.001376474	0.3075296	0.1660519	0.631149	0.0252352	0.00282496	0.340791	0	0.03262214	0.1927625	0.3002351
5860	-58.92705	-67.03339	8.106334	0.02740576	0.0005921829	0.2081955	0.1053504	0.609572	0.0802408	0.00173384	0.308454	0	0.05444355	0.2745735	0.1306153
5870	-58.20091	-67.11246	8.911559	0.01230258	0.0006536858	0.2384576	0.09804008	0.682372	0.0352051	0.00187059	0.280552	0	0.05160575	0.236498	0.08309597
5880	-62.99214	-68.70186	5.709727	0.02103056	0.001086871	0.5316751	0.2116068	0.694638	0.0274766	0.00142001	0.276466	0	0.05672513	0.1218669	0.09684552
5890	-63.658	-70.1545	6.496499	0.1256318	0.006621946	0.2673419	0.259342	0.405717	0.190658	0.0100494	0.393576	0	0.05452767	0.1022813	0.1464131
5900	-63.26153	-68.49023	5.2287	0.1164918	0.001921217	0.349826	0.2925096	0.459844	0.153128	0.00252543	0.384502	0	0.0202578	0.1976369	0.1102962
5910	-62.07704	-68.19531	6.118265	0.04712054	0.001700067	0.3409879	0.3381385	0.468424	0.0647307	0.00233543	0.46451	0	0.06472544	0.1321118	0.0751988
5920	-67.97679	-70.33125	2.354456	0.1534266	0.01073612	0.4191293	0.19439	0.538947	0.197287	0.0138053	0.249961	0	0.1736016	0.0969903	0.32809
5930	-62.50871	-70.16922	7.66051	0.02467931	0.01755364	0.1099052	0.08565558	0.462187	0.103785	0.0738188	0.36021	0	0.173294	0.1513548	0.2833161
5940	-60.8984	-68.27831	7.379916	0.01359827	0.01986665	0.1082101	0.1761329	0.340489	0.0427877	0.0625115	0.554212	0	0.06930095	0.2931297	0.1935794
5950	-62.56948	-69.9557	7.386219	0.004422659	0.01929169	0.06507227	0.1304626	0.296796	0.0201718	0.0879897	0.595043	0	0.1796509	0.263596	0.2106915
5960	-61.81416	-69.92872	8.114559	0.01371347	0.03386338	0.2522374	0.2573236	0.452738	0.0246141	0.060781	0.461867	0	0.04874266	0.08348248	0.1109907
5970	-63.59873	-68.81165	5.212918	0.02600479	0.064875	0.4009191	0.1224223	0.652728	0.0423378	0.105622	0.199313	0	0.08282279	0.1876718	0.205802
5980	-63.03816	-68.09703	5.058863	0.009806237	0.01576374	0.3382456	0.2721452	0.531866	0.0154196	0.0247873	0.427928	0	0.184045	0.2266682	0.05924938
5990	-66.82385	-69.61363	2.789786	0.04671957	0.05718115	0.2552179	0.2392936	0.426492	0.0780726	0.0955548	0.399881	0	0.1660497	0.5041167	0.06425228
6000	-68.83223	-72.92038	4.088144	0.07413194	0.06666001	0.2558641	0.2167714	0.417106	0.120849	0.108668	0.353377	0	0.2921167	0.1408745	0.1565765
6010	-63.57899	-67.31924	3.74025	0.03729814	0.01629368	0.2704608	0.3263612	0.415829	0.0573452	0.0250512	0.501775	0	0.04831499	0.4516498	0.08740594
6020	-61.24892	-69.68412	8.435198	0.01662769	0.04378171	0.1402064	0.2634904	0.3021	0.0358273	0.0943355	0.567737	0	0.08356398	0.1652458	0.05537373
6030	-61.42291	-69.41784	7.994931	0.006363064	0.0287376	0.335968	0.08168835	0.742049	0.014054	0.0634725	0.180424	0	0.07946074	0.08491229	0.1951865
6040	-63.22747	-70.09982	6.872357	0.01405655	0.04684391	0.2286046	0.01871926	0.741683	0.0456049	0.15198	0.0607326	0	0.03734092	0.1339017	0.4451069
6050	-63.58522	-70.79634	7.211124	0.004446898	0.0575237	0.2501655	0.04264397	0.705128	0.0125342	0.162139	0.120198	0	0.06344124	0.04723832	0.4252375
6060	-59.95713	-70.04201	10.08489	0.01022642	0.009793764	0.1745024	0.03165763	0.771519	0.0452136	0.0433007	0.139966	0	0.08221484	0.0350935	0.2598323
6070	-63.08886	-72.41404	9.325179	0.04265801	0.0406471	0.2475658	0.01238255	0.721233	0.124276	0.118417	0.0360741	0	0.07565229	0.03674646	0.2236395
6080	-62.39444	-71.02309	8.62865	0.01955208	0.06124029	0.2776453	0.02898074	0.716655	0.0504676	0.158073	0.0748048	0	0.04666177	0.05009185	0.2647726
6090	-63.68892	-71.66623	7.977314	0.09092522	0.01116096	0.1732436	0.1153768	0.443411	0.23272	0.0285661	0.295303	0	0.07209195	0.03519767	0.316082
6100	-61.06464	-70.18867	9.124029	0.03305214	0.00310995	0.2422783	0.007205292	0.848178	0.11571	0.0108874	0.0252246	0	0.07927999	0.07355065	0.2609304
6110	-64.51674	-71.29336	6.776621	0.05172998	0.0175899	0.2744528	0.01806625	0.758494	0.142964	0.0486125	0.049929	0	0.07796974	0.02065203	0.4736868
6120	-63.37746	-70.48376	7.106299	0.01637458	0.00794924	0.3646779	0.002502135	0.93148	0.0418248	0.0203044	0.00639109	0	0.1702856	0.04524968	0.2941405
6130	-62.58555	-70.79295	8.207393	0.01000184	0.01546107	0.3119245	0.004993139	0.911046	0.0292126	0.0451576	0.0145836	0	0.1389925	0.02021757	0.2894796
6140	-61.23373	-71.10673	9.873009	0.006485578	0.01833647	0.1517466	0.003798917	0.841319	0.0359576	0.101662	0.0210621	0	0.1410697	0.009691921	0.2933794
6150	-61.89542	-72.47527	10.57985	0.02966008	0.004669936	0.1960945	0.005028152	0.83284	0.12597	0.0198339	0.0213553	0	0.06088111	0.005164309	0.2523266
6160	-64.07728	-74.75892	10.68164	0.06485857	0.00216568	0.1186189	0.01379604	0.594762	0.325205	0.0108588	0.0691742	0	0.03226111	0.01031646	0.3016292
6170	-62.79315	-72.31234	9.519186	0.02556388	0.002585673	0.1432109	0.01196584	0.78118	0.139445	0.0141042	0.0652707	0	0.04720472	0.005831526	0.4235284
6180	-61.81497	-71.50042	9.685452	0.03209957	0.002213806	0.2033293	0.01886221	0.792692	0.125142	0.00863066	0.0735355	0	0.06805855	0.002884649	0.3158162
6190	-62.84621	-73.52725	10.68104	0.06990115	0.002401468	0.132864	0.04345988	0.534392	0.281149	0.00965894	0.1748	0	0.07148894	0.00219884	0.2213909
6200	-62.7079	-72.74803	10.04013	0.02073755	0.01081934	0.1158165	0.1138434	0.443373	0.0793883	0.041419	0.43582	0	0.1357857	0.001385502	0.2094085
6210	-64.46753	-71.49633	7.0288	0.06541902	0.008422036	0.3448026	0.1203482	0.639718	0.121373	0.0156255	0.223284	0	0.1491436	0.001632702	0.2191613
6220	-64.20568	-71.90096	7.695286	0.07247439	0.002469691	0.3525546	0.1283419	0.634273	0.130387	0.00444316	0.230897	0	0.05973389	0.007361065	0.2193454
6230	-65.58012	-71.4447	5.864583	0.02760706	0.002174122	0.4041409	0.1652165	0.674537	0.0460779	0.00362875	0.275757	0	0.2051827	0.01143609	0.2095939
6240	-69.86498	-79.17525	9.310267	0.120182	0.002589838	0.09676213	0.2342259	0.213245	0.264858	0.00570751	0.516189	0	0.1527869	0.01089931	0.06333675
6250	-65.23707	-73.46869	8.231618	0.01011616	0.002874848	0.08022548	0.3561663	0.178524	0.0225112	0.00639733	0.792568	0	0.1543547	0.03856302	0.1463472
6260	-68.1146	-71.31566	3.201059	0.1053443	0.001943776	0.1394872	0.6900414	0.148895	0.112449	0.00207487	0.736581	0	0.07622547	0.09005742	0.1886041
6270	-66.33547	-68.06505	1.729574	0.09119332	0.01101163	0.6177761	0.1965344	0.674049	0.0995	0.0120147	0.214437	0	0.08437579	0.1535982	0.2843628
6280	-62.69868	-69.74808	7.049394	0.09436983	0.02652124	0.2521673	0.1334572	0.497847	0.186312	0.0523602	0.263481	0	0.03698367	0.1711044	0.1922664
6290	-64.13805	-71.4254	7.287345	0.1224502	0.01809139	0.3496566	0.1657368	0.533066	0.18668	0.0275811	0.252673	0	0.0154835	0.1238929	0.08776361
6300	-58.73021	-67.48068	8.750468	0.0208899	0.01040308	0.2362024	0.2082574	0.496481	0.0439092	0.0218666	0.437743	0	0.03792811	0.1641774	0.05890449
6310	-62.3571	-69.90687	7.549772	0.01623599	0.001508547	0.3741121	0.03289181	0.880785	0.038225	0.00355163	0.0774383	0	0.07856373	0.1965397	0.1569806
6320	-60.48419	-67.60137	7.117182	0.01102878	0.001085174	0.2502769	0.1071414	0.67728	0.0298452	0.00293661	0.289938	0	0.1477307	0.2179276	0.1649009
6330	-58.34169	-67.70078	9.359092	0.02469064	0.001591007	0.1138983	0.226179	0.310893	0.0673947	0.00434276	0.61737	0	0.04017867	0.2080978	0.06126496
6340	-62.10287	-69.12484	7.021968	0.03292138	0.002675431	0.210298	0.306623	0.380618	0.0595843	0.00484225	0.554956	0	0.1115467	0.1176287	0.1279196
6350	-58.50803	-67.98715	9.479115	0.02846671	0.001477869	0.127613	0.1692833	0.390444	0.0870966	0.00452168	0.517938	0	0.0284078	0.1777032	0.1309463
6360	-57.2422	-67.20325	9.961059	0.01683457	0.001697018	0.1259869	0.06897512	0.59012	0.0788528	0.0079488	0.323078	0	0.05362903	0.2083739	0.1402072
6370	-58.10843	-67.8499	9.741466	0.01148993	0.0008711819	0.0738092	0.07927248	0.446131	0.0694495	0.00526576	0.479153	0	0.1300661	0.2037983	0.1383558
6380	-62.68065	-70.48055	7.799896	0.05846487	0.004704444	0.1489637	0.07666477	0.515806	0.202442	0.0162897	0.265462	0	0.1747024	0.08682491	0.2814949
6390	-64.57889	-69.90563	5.326747	0.03939666	0.01965682	0.120449	0.2362629	0.289704	0.094757	0.0472786	0.56826	0	0.1732128	0.3384162	0.1517405
6400	-59.50695	-67.30433	7.797385	0.008491602	0.01345587	0.1198276	0.1467405	0.415325	0.029432	0.0466383	0.508605	0	0.1268712	0.362932	0.05375233
6410	-55.75953	-66.8263	11.06677	0.005179702	0.006845404	0.09651743	0.1026528	0.457006	0.0245256	0.0324127	0.486056	0	0.04785127	0.2050709	0.04101492
6420	-58.42325	-67.99441	9.571161	0.02290597	0.01120523	0.1437826	0.1949929	0.385593	0.0614288	0.0300499	0.522928	0	0.06000084	0.1938641	0.02794175
