Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15	start_16	end_16	start_17	end_17	start_18	end_18	start_19	end_19	start_20	end_20	start_21	end_21	start_22	end_22	start_23	end_23	start_24	end_24	start_25	end_25	start_26	end_26	start_27	end_27	start_28	end_28	start_29	end_29	start_30	end_30	start_31	end_31	start_32	end_32	start_33	end_33	start_34	end_34	start_35	end_35	start_36	end_36	start_37	end_37	start_38	end_38	start_39	end_39	start_40	end_40	start_41	end_41	start_42	end_42	start_43	end_43	start_44	end_44	start_45	end_45	start_46	end_46	start_47	end_47	start_48	end_48	start_49	end_49	start_50	end_50	start_51	end_51
7360	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	14	27	8	18	7	28	7	9	7	7	7	7	7	7	6	10	7	7	5	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	10	5	5	5	5
7370	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	5	10	20	20	10	10	6	28	10	10	20	20	14	27	7	18	14	28	8	9	7	7	7	7	8	8	4	10	3	4	3	3	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	4	5	4	4	3	3
7380	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	10	20	10	10	9	28	10	10	20	20	28	27	15	18	14	28	7	9	14	14	14	14	9	7	9	10	9	9	10	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	9	10	10	9	10	10
7390	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	8	9	14	14	7	14	8	8	8	10	7	8	5	7	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	5	5	5	5
7400	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	7	10	7	7	5	7	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	5	5
7410	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	6	28	10	10	10	20	28	27	15	18	14	28	7	9	14	14	14	14	6	7	6	10	6	6	2	6	2	10	10	10	5	10	5	5	10	10	10	10	5	10	10	10	10	10	10	10	10	10	20	20	5	10	5	5	5	5	5	5	1	5	1	1	1	1
7420	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	15	18	14	28	8	9	14	14	7	14	8	8	9	10	7	8	5	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	5	5
7430	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	10	20	10	10	20	20	10	10	6	28	10	10	10	20	28	27	15	18	14	28	8	9	14	14	7	14	7	8	7	10	6	7	5	6	6	10	10	10	10	10	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	5	5	6	5	5	6	5	5
7440	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	20	10	10	20	20	10	10	20	20	10	10	5	28	10	10	20	20	28	27	15	18	14	28	8	9	14	14	16	14	6	8	12	10	5	6	3	5	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	20	20	9	10	9	9	10	10	10	10	4	10	3	4	3	3
7450	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	14	27	7	18	14	28	7	9	7	7	7	7	7	7	7	10	7	7	6	7	6	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	3	10	3	3	3	3
7460	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	10	20	5	10	20	20	10	10	8	28	10	10	10	20	14	27	7	18	14	28	8	9	7	7	8	7	8	8	8	10	8	8	8	8	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	5	10	5	5	5	5	4	5	4	4	4	4
7470	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	8	10	7	7	5	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	5	5
7480	19	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	4	28	10	10	10	20	7	27	8	18	7	28	8	9	8	8	8	8	4	8	5	10	4	5	4	4	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	10	4	5	4	4
7490	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	5	10	10	10	10	10	10	10	10	20	20	20	10	10	10	20	4	10	20	20	10	10	4	28	10	10	5	20	7	27	7	18	14	28	8	9	7	7	7	7	2	8	4	5	2	2	2	2	2	10	10	10	10	10	10	10	10	10	5	5	5	5	10	10	10	10	10	10	10	10	20	20	10	10	5	10	5	5	5	5	1	4	1	1	1	1
7500	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	10	20	10	10	20	20	10	10	2	28	10	10	10	20	14	27	7	18	14	28	8	9	7	7	8	7	8	8	9	10	2	8	2	2	3	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	3	10	2	3	2	2
7510	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	20	10	10	20	20	5	10	10	20	10	10	8	28	10	10	10	20	14	27	7	18	14	28	9	9	7	7	9	7	9	9	9	10	8	9	5	8	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	5	10	5	5	5	5	5	5
7520	20	20	20	20	10	20	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	20	10	10	10	20	10	10	20	20	10	10	4	28	11	10	10	20	7	27	8	18	7	28	8	9	8	8	8	8	4	8	4	10	4	4	4	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	5	10	4	4
7530	20	20	20	20	10	20	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	20	10	10	20	20	9	10	10	20	10	10	7	28	10	10	10	20	7	27	8	18	7	28	7	9	7	7	7	7	8	7	8	10	8	8	3	8	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	4	10	3	4	3	3
7540	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	5	10	20	20	10	10	5	28	10	10	20	20	28	27	15	18	14	28	7	9	14	14	14	14	5	7	10	10	5	5	4	5	5	10	10	10	10	10	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	5	10	5	5	5	5	5	5	5	5
7550	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	20	10	10	10	20	10	10	20	20	10	10	14	28	10	10	10	20	14	27	7	18	14	28	8	9	7	7	7	7	6	7	6	10	7	6	5	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	10	5	5	5	5
7560	20	20	20	20	10	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	10	20	14	27	7	18	14	28	8	9	7	7	7	7	6	7	6	10	7	6	5	7	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	5	10	5	5
7570	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	10	20	28	27	14	18	28	28	8	9	14	14	7	14	7	7	8	10	7	8	7	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	9	10	6	9	6	6
7580	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	10	20	28	27	15	18	14	28	7	9	14	14	14	14	6	7	12	10	7	6	10	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	5	10	5	5
7590	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	5	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	8	9	14	14	7	14	7	7	8	10	7	7	4	7	8	10	10	10	10	10	10	10	10	10	10	10	5	5	10	10	10	10	10	10	10	10	20	20	10	10	10	10	5	5	5	5	4	5	4	4	4	4
7600	20	20	20	20	20	20	10	10	10	10	20	20	10	10	5	10	5	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	8	9	14	14	7	14	7	8	7	10	7	7	2	7	4	10	10	10	10	10	10	10	10	10	5	5	5	5	5	5	10	10	5	5	10	10	20	20	10	10	5	5	5	5	5	5	5	5	4	4	2	2
7610	10	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	9	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	14	27	15	18	14	28	8	9	15	15	16	15	7	8	7	10	7	7	3	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	5	10	3	5	3	3
7620	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	6	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	8	10	6	8	5	6	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	5	10	5	5
7630	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	9	10	20	20	10	10	3	28	10	10	20	20	13	27	14	18	28	28	8	9	14	14	7	14	6	7	5	10	6	6	1	3	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	4	10	2	4	1	1
7640	20	20	20	20	10	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	10	20	5	10	20	20	10	10	12	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	7	14	6	7	6	10	6	6	5	6	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	5	10	5	5	5	5	5	5	5	5
7650	20	20	20	20	10	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	10	20	5	10	20	20	10	10	7	28	10	10	20	20	13	27	15	18	14	28	7	9	14	14	7	14	6	7	5	10	6	6	4	6	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	5	5	5	5	4	4
7660	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	5	10	20	20	10	10	5	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	6	7	6	10	6	6	5	5	4	10	10	10	10	10	5	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	20	20	10	10	10	10	10	10	5	5	4	5	4	4	4	4
7670	20	20	20	20	20	20	10	10	10	10	9	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	5	28	10	10	5	20	28	27	14	18	14	28	7	9	14	14	14	14	5	7	6	5	6	6	2	6	1	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	9	10	10	10	10	10	20	10	10	10	10	10	10	10	10	1	10	2	1	2	2
7680	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	4	28	10	10	10	20	16	27	8	18	7	28	8	9	8	8	8	8	4	8	5	10	3	5	4	4	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	8	10	8	8	4	4
7690	20	20	10	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	20	10	10	20	20	10	10	20	20	10	10	5	28	5	10	10	20	14	27	7	18	14	28	7	9	7	7	7	7	5	7	5	5	5	5	5	5	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	5	10	5	5	5	5
7700	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	8	28	10	10	10	20	28	27	14	18	28	28	8	9	14	14	7	14	5	8	10	10	4	5	5	4	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	10	5	5	5	5
7710	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	4	28	10	10	20	20	14	27	8	18	7	28	8	9	7	7	8	7	4	8	5	10	4	4	4	4	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	9	10	4	9	4	4
7720	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	14	27	15	18	14	28	9	9	14	14	8	14	8	8	8	10	7	8	5	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	5	10	5	5
7730	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	10	20	5	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	7	10	7	7	6	7	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	4	5	3	4	3	3
7740	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	14	28	8	9	14	14	7	14	7	7	8	10	7	7	7	7	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	8	10	7	8	7	7
7750	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	9	10	10	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	12	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	6	7	6	10	6	6	5	6	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	9	10	10	10	5	5
7760	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	9	10	10	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	12	28	10	10	20	20	26	27	14	18	28	28	7	9	13	14	14	13	6	7	5	10	6	6	4	6	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	8	10	4	4
7770	20	20	20	20	10	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	6	28	10	10	20	20	14	27	15	18	14	28	7	9	14	14	14	14	7	7	7	10	6	7	5	6	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	5	10	5	5	5	5
7780	20	20	20	20	20	20	10	10	10	10	20	20	10	10	9	10	10	10	5	10	10	10	10	10	20	20	20	20	10	10	20	20	5	10	20	20	10	10	14	28	10	10	10	20	28	27	15	18	14	28	7	9	14	15	14	14	7	7	8	10	7	7	6	7	8	10	10	10	10	10	10	10	5	5	5	5	5	5	10	10	10	10	10	10	10	10	20	20	10	10	10	10	5	5	5	5	4	5	3	4	3	3
7790	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	10	20	10	10	20	20	10	10	5	28	10	10	20	20	28	27	15	18	14	28	7	9	14	15	14	14	5	7	5	10	5	5	6	5	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	8	10	3	4	3	3
7800	20	20	20	20	10	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	3	28	10	10	10	20	14	27	7	18	14	28	7	9	7	7	7	7	6	7	6	10	3	6	4	3	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	5	10	5	5	4	4
7810	20	20	20	20	10	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	8	10	7	7	5	7	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	4	10	4	4	4	4
7820	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	8	10	7	7	5	7	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	10	5	5	5	5
7830	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	9	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	7	10	7	7	7	7	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	8	10	7	8	7	7
7840	20	20	20	20	20	20	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	7	10	7	7	6	7	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	8	10	7	8	6	6
7850	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	7	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	8	10	7	7	6	7	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	8	10	6	8	6	6
7860	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	15	18	14	28	7	9	14	14	14	14	7	7	7	10	7	7	7	7	9	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	9	10	8	9	7	7
7870	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	7	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	7	10	7	7	6	7	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	7	10	6	7	6	6
7880	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	10	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	7	14	8	7	8	10	7	8	7	7	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	8	10	7	8	7	7
7890	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	14	28	7	9	14	14	14	14	7	7	7	10	7	7	7	7	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	8	10	7	8	7	7
7900	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	10	28	5	10	10	20	28	27	14	18	28	28	7	9	14	14	14	14	5	7	5	5	5	5	2	5	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	4	5	2	2
7910	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	9	10	18	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	7	9	7	7	6	7	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	8	10	6	8	6	6
7920	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	6	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	6	7	6	10	6	6	5	6	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	7	10	6	7	6	6
7930	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	20	10	10	10	20	5	10	20	20	10	10	7	28	10	10	20	20	28	27	14	18	14	28	7	9	14	14	14	14	7	7	7	10	7	7	4	7	4	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	4	5	4	4	4	4
7940	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	5	10	10	10	10	10	10	10	20	20	10	20	10	10	20	20	8	10	20	20	10	10	6	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	6	7	3	10	3	3	1	3	2	10	10	10	10	10	10	10	10	10	5	5	5	5	10	10	10	10	10	10	10	10	20	20	10	10	10	10	5	5	4	5	2	4	2	2	1	1
7950	20	20	20	20	10	20	10	10	10	10	10	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	6	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	7	14	6	7	6	10	6	6	5	6	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	5	10	5	5	5	5
7960	10	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	20	10	10	10	20	10	10	20	20	10	10	7	28	10	10	10	20	28	27	14	18	28	28	7	9	14	14	7	14	6	7	6	10	7	6	4	7	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	4	10	4	4
7970	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	20	10	10	20	20	5	10	20	20	10	10	7	28	9	10	10	20	13	27	14	18	28	28	7	9	14	14	14	14	7	7	8	10	8	8	4	8	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	10	10	10	10	10	10	10	10	5	5	4	5	4	4
7980	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	10	10	20	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	7	10	7	7	5	7	8	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	8	10	6	8	6	6
7990	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	10	20	10	10	20	20	10	10	14	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	7	7	7	10	7	7	3	7	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	4	5	4	4
8000	20	20	20	20	20	20	10	10	10	10	20	20	10	10	10	10	10	10	10	10	10	10	10	10	20	20	20	20	10	10	20	20	10	10	20	20	10	10	10	28	10	10	20	20	28	27	14	18	28	28	7	9	14	14	14	14	5	7	10	10	5	5	6	5	6	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	20	20	10	10	10	10	10	10	10	10	6	10	7	6	7	7
