NODE	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	
CENT37	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CENT41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CENT59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N15	1.53506e-10	5.90949e-08	4.76095e-07	0.000112185	0.0676206	0.000108303	7.40595e-08	6.32713e-06	0.00446769	0.923798	0.00388154	4.89177e-06	8.55978e-10	9.32871e-13	2.29537e-16	3.75861e-18	7.762e-22	6.52988e-24	1.12107e-27	5.23149e-30	6.80724e-35	2.45167e-38	1.95494e-43	7.50436e-47	3.55278e-52	3.98181e-56	1.6654e-61	1.63877e-64	3.81747e-70	1.52195e-73	7.86394e-78	1.34797e-80	2.47516e-86	9.12686e-90	3.41244e-94	3.72731e-97	5.57148e-103	1.67257e-106	5.54923e-111	4.36702e-114	
N16	8.55849e-13	1.19215e-09	3.8406e-08	1.61735e-05	0.0148519	1.7389e-05	1.13924e-08	2.07616e-06	0.00343577	0.978048	0.00362643	2.31865e-06	3.38066e-10	1.79091e-13	5.27841e-17	5.48372e-19	1.82498e-22	8.6737e-25	1.75083e-28	3.83519e-31	5.65938e-36	9.64737e-40	7.25188e-45	9.42197e-49	3.91541e-54	2.94792e-58	9.70228e-64	4.09771e-67	9.48265e-73	3.20163e-76	1.19334e-80	1.09413e-83	2.45575e-89	8.8022e-93	2.30629e-97	1.15557e-100	2.02029e-106	4.04168e-110	8.97853e-115	2.87872e-118	
CENT5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N17	1.62456e-15	9.03109e-12	5.04748e-10	8.93482e-07	0.00356851	9.75798e-07	1.61606e-10	1.27198e-07	0.000981167	0.994367	0.00108092	1.53224e-07	5.38237e-12	5.52903e-16	6.64659e-20	5.7117e-22	7.44258e-26	2.8683e-28	1.42805e-32	2.75494e-35	6.84434e-41	7.32926e-45	1.00616e-50	4.85548e-55	3.6895e-61	1.0175e-54	2.594e-56	5.37733e-57	4.38496e-59	1.25886e-57	9.3495e-60	3.4205e-60	7.65677e-64	1.4017e-64	1.23519e-65	3.29138e-66	5.84213e-70	4.55031e-71	2.72043e-73	5.78537e-74	
N18	1.5385e-16	1.09494e-12	1.28445e-10	2.92513e-07	0.00153688	3.16631e-07	5.68763e-11	8.77965e-08	0.000833437	0.996718	0.000910662	1.03743e-07	3.25599e-12	2.4982e-16	6.49747e-20	2.09939e-21	5.8914e-25	8.44272e-27	9.00509e-31	6.67023e-33	1.77791e-38	3.74875e-42	5.80246e-48	5.51222e-52	4.96051e-58	3.08244e-62	1.78163e-68	5.15865e-72	2.64455e-78	3.15517e-81	1.07283e-85	3.223e-88	1.62283e-94	1.95087e-97	4.61674e-102	8.10305e-105	2.66501e-111	1.35463e-114	2.43411e-119	2.87395e-122	
CENT14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CENT34	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CENT33	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N19	1.63286e-13	3.94043e-10	9.37627e-09	1.04987e-05	0.0118888	6.61592e-06	4.50416e-09	2.7186e-06	0.00483727	0.982087	0.00116637	2.7159e-07	1.51825e-11	4.1877e-15	5.46873e-19	3.90679e-21	6.8241e-25	2.29758e-27	2.6943e-30	4.165e-31	2.75322e-35	1.61802e-38	2.22604e-43	5.56824e-47	2.87178e-52	2.81183e-56	9.12531e-62	4.8889e-65	8.8594e-71	2.75402e-74	1.21712e-78	2.99659e-81	1.61482e-86	1.89095e-89	1.28771e-93	1.93803e-96	6.51538e-102	3.77416e-105	2.05874e-109	1.98977e-112	
N20	5.13698e-14	3.75333e-10	1.68077e-08	4.90682e-05	0.00603979	1.43261e-05	8.61196e-08	6.3547e-05	0.023534	0.969608	0.000690373	1.06538e-06	9.57285e-10	1.86264e-12	4.41384e-15	1.67627e-16	5.82057e-20	4.57077e-22	4.98612e-26	1.38749e-28	4.00012e-34	3.4507e-38	4.63825e-44	2.0857e-48	1.44258e-54	4.03575e-59	1.7315e-65	2.28735e-69	8.09298e-76	3.36606e-79	1.80212e-83	7.76936e-86	1.37549e-91	1.75465e-94	5.82398e-99	7.47215e-102	5.17406e-108	1.97035e-111	3.26037e-116	1.80472e-119	
N21	1.90174e-14	6.79267e-11	4.96272e-09	3.87993e-06	0.00276781	1.88338e-06	6.65597e-09	4.67713e-06	0.00764153	0.988241	0.00133913	3.09609e-07	2.51082e-11	6.7481e-14	4.40839e-17	1.1047e-18	1.50164e-22	1.85909e-24	5.28108e-29	3.32586e-31	1.66582e-36	3.53945e-40	9.57069e-46	1.87835e-49	3.56658e-55	5.21007e-59	1.6586e-64	4.0983e-67	5.76533e-73	8.80351e-76	4.28829e-80	1.11189e-82	8.83308e-89	3.7053e-92	1.18304e-96	2.05114e-99	1.0722e-105	1.1151e-109	2.27758e-114	2.98014e-117	
CENT16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CENT6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N22	3.60541e-13	2.88755e-09	1.41397e-07	0.00055243	0.0038597	0.000252055	0.000104704	0.0229696	0.280282	0.688908	0.00276675	0.000291832	1.13985e-05	8.04973e-07	2.02141e-07	1.24948e-08	9.25467e-12	1.55738e-13	4.75415e-17	2.99438e-19	2.40305e-24	5.91147e-28	2.44569e-30	1.30439e-30	1.1425e-32	3.7156e-33	1.59671e-35	1.15275e-35	2.85718e-38	3.97489e-38	2.84683e-41	5.72331e-43	4.24183e-48	2.04839e-50	2.46834e-54	1.10934e-56	3.29015e-62	5.03857e-65	3.14321e-69	6.18671e-72	
CENT28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
CENT36	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N23	8.89324e-17	8.44649e-13	5.09823e-11	1.45937e-07	0.00104932	1.47263e-07	2.18986e-11	3.82531e-08	0.000491687	0.998079	0.000379213	2.55447e-08	5.07149e-13	5.49932e-17	1.08569e-19	1.2786e-18	5.3684e-19	7.08523e-17	1.44598e-16	3.28955e-15	7.4884e-19	1.37658e-21	2.98348e-26	1.28791e-29	7.71705e-35	4.2839e-37	2.10503e-38	1.19898e-38	2.09564e-40	1.49251e-38	1.64931e-40	7.29003e-41	2.67843e-44	5.91315e-45	1.0196e-45	2.849e-46	7.22066e-50	5.56437e-51	3.82548e-53	8.08149e-54	
N24	2.26929e-17	1.77771e-13	2.18681e-11	5.15867e-08	0.000309608	5.51103e-08	1.84891e-11	4.33389e-08	0.000518107	0.99864	0.000532329	4.56228e-08	1.28627e-12	8.41849e-17	5.33969e-19	3.16939e-17	3.10332e-17	5.80978e-16	1.16746e-15	2.51265e-15	2.13819e-19	1.9089e-23	1.86202e-28	4.33974e-32	1.47453e-37	3.01391e-41	5.3256e-47	3.81289e-50	6.17417e-56	2.49113e-58	2.09358e-62	1.41465e-64	3.15811e-70	1.01368e-72	5.09964e-77	1.48187e-79	1.20624e-84	2.45668e-87	7.36717e-92	1.03513e-94	
CENT9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CENT46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
N25	2.30957e-20	4.51013e-16	2.48659e-14	1.46616e-10	2.54933e-06	1.59231e-10	3.94799e-14	2.73382e-10	9.40151e-06	0.0696985	9.90494e-06	3.02766e-10	3.43703e-15	8.09011e-20	7.43433e-21	1.30709e-15	5.21274e-12	2.66336e-07	0.000236993	0.929789	0.000252778	3.13291e-07	6.47368e-12	1.83652e-15	1.02248e-20	1.26607e-24	3.06121e-30	8.62923e-34	1.65003e-39	1.4021e-42	4.95113e-47	5.73005e-50	7.27721e-56	3.21726e-59	5.81514e-64	2.84198e-67	2.21634e-73	4.16621e-77	4.93732e-82	1.1783e-85	
CENT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
CENT23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
